pick_id,year,round,original_team,pick_type,rules,EV,value_std,min_value,max_value,p10,p25,p50,p75,p90,expected_draft_slot,resolution_rate,owner_1,owner_2,owner_3,ownership_prob_1,ownership_prob_2,ownership_prob_3
Cleveland_Cavaliers_2027_1,2027,1,Cleveland Cavaliers,swap,"{""type"": ""swap"", ""possible_destinations"": [""Utah Jazz"", ""Phoenix Suns""], ""pool"": [""Cleveland_Cavaliers_2027_1"", ""Minnesota_Timberwolves_2027_1"", ""Utah_Jazz_2027_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""mid"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""Phoenix Suns""}]}",0.17636500000000002,0.020271941696887716,0.1175,0.245,0.155,0.165,0.175,0.1875,0.2,25.0312,1.0,Phoenix Suns,,,1.0,,
New_Orleans_Pelicans_2031_1,2031,1,New Orleans Pelicans,unprotected,"{""type"": ""unprotected"", ""owner"": ""New Orleans Pelicans""}",0.3577775,0.2062787024490367,0.1175,1.0,0.1425,0.2,0.295,0.4775,0.6025,15.6963,1.0,New Orleans Pelicans,,,1.0,,
Charlotte_Hornets_2031_2,2031,2,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.04628625,0.022827248942150827,0.0125,0.09,0.0175,0.025,0.045,0.0625,0.08,46.1086,1.0,Charlotte Hornets,,,1.0,,
Miami_Heat_2032_2,2032,2,Miami Heat,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.047731,0.022723380562812857,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.08,45.5364,1.0,Brooklyn Nets,,,1.0,,
Charlotte_Hornets_2026_1,2026,1,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.568577,0.15594845963717097,0.43,1.0,0.4575,0.4775,0.5,0.6025,0.775,6.2039,1.0,Charlotte Hornets,,,1.0,,
Utah_Jazz_2028_1,2028,1,Utah Jazz,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Atlanta Hawks"", ""Utah Jazz"", ""Cleveland Cavaliers""], ""levels"": [{""description"": ""Sub-swap (ii): less favorable of UTH and CLE"", ""pool"": [""Utah_Jazz_2028_1"", ""Cleveland_Cavaliers_2028_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""TEMP_II_LF""}]}, {""description"": ""More favorable of ATL and (lf of UTH and CLE)"", ""pool"": [""Atlanta_Hawks_2028_1"", ""TEMP_II_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Cleveland Cavaliers""}]}]}",0.532938,0.17711871092511874,0.27,1.0,0.35,0.4,0.5,0.6025,0.775,7.4931,1.0,Utah Jazz,Atlanta Hawks,Cleveland Cavaliers,0.9838,0.016,0.0002
Houston_Rockets_2027_1,2027,1,Houston Rockets,swap,"{""type"": ""swap"", ""possible_destinations"": [""Houston Rockets"", ""Brooklyn Nets""], ""pool"": [""Houston_Rockets_2027_1"", ""Brooklyn_Nets_2027_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Houston Rockets""}, {""rank"": ""lf"", ""to"": ""Brooklyn Nets""}]}",0.135459,0.015653596152553892,0.1175,0.1875,0.1175,0.1175,0.13,0.1425,0.155,28.5448,1.0,Brooklyn Nets,,,1.0,,
Memphis_Grizzlies_2031_1,2031,1,Memphis Grizzlies,unprotected,"{""type"": ""unprotected"", ""owner"": ""Memphis Grizzlies""}",0.4018815,0.21358058871193716,0.1175,1.0,0.175,0.23,0.35,0.5275,0.6675,13.589,1.0,Memphis Grizzlies,,,1.0,,
Golden_State_Warriors_2031_1,2031,1,Golden State Warriors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Golden State Warriors""}",0.38528125,0.21104378508110516,0.1175,1.0,0.165,0.215,0.33,0.5,0.6675,14.355,1.0,Golden State Warriors,,,1.0,,
Miami_Heat_2029_1,2029,1,Miami Heat,unprotected,"{""type"": ""unprotected"", ""owner"": ""Miami Heat""}",0.30295300000000003,0.16144141313178376,0.1175,1.0,0.155,0.1875,0.2575,0.375,0.4775,17.8339,1.0,Miami Heat,,,1.0,,
San_Antonio_Spurs_2030_1,2030,1,San Antonio Spurs,nested_swap,"{""type"": ""nested_swap"", ""note"": ""rules not yet entered""}",,,,,,,,,,,0.0,,,,,,
Memphis_Grizzlies_2026_2,2026,2,Memphis Grizzlies,protected,"{""type"": ""protected"", ""protection_range"": [31, 42], ""if_protected_to"": ""Los Angeles Clippers"", ""if_not_protected_to"": ""Portland Trail Blazers""}",0.05084975,0.005376936031013225,0.05,0.09,0.05,0.05,0.05,0.05,0.05,43.7203,1.0,Portland Trail Blazers,,,1.0,,
Houston_Rockets_2030_2,2030,2,Houston Rockets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.038689749999999995,0.020770038743065416,0.0125,0.09,0.015,0.02,0.035,0.055,0.0675,49.0318,1.0,Oklahoma City Thunder,,,1.0,,
San_Antonio_Spurs_2027_2,2027,2,San Antonio Spurs,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Oklahoma City Thunder"", ""New York Knicks"", ""San Antonio Spurs"", ""Miami Heat""], ""levels"": [{""description"": ""Sub-swap (i): rank OKC, HOU, IND, MIA"", ""pool"": [""Oklahoma_City_Thunder_2027_2"", ""Houston_Rockets_2027_2"", ""Indiana_Pacers_2027_2"", ""Miami_Heat_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""mid1"", ""to"": ""New York Knicks""}, {""rank"": ""mid2"", ""to"": ""New York Knicks""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""SAS and (lf of the four)"", ""pool"": [""San_Antonio_Spurs_2027_2"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Miami Heat""}]}]}",0.019716,0.003381454927060599,0.0125,0.03,0.015,0.0175,0.02,0.0225,0.0225,56.8953,1.0,San Antonio Spurs,,,1.0,,
Golden_State_Warriors_2026_2,2026,2,Golden State Warriors,swap,"{""type"": ""swap"", ""possible_destinations"": [""Charlotte Hornets"", ""Minnesota Timberwolves""], ""pool"": [""Golden_State_Warriors_2026_2"", ""Denver_Nuggets_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Charlotte Hornets""}, {""rank"": ""lf"", ""to"": ""Minnesota Timberwolves""}]}",0.035,0.0,0.035,0.035,0.035,0.035,0.035,0.035,0.035,50.0,1.0,Minnesota Timberwolves,,,1.0,,
New_York_Knicks_2030_1,2030,1,New York Knicks,unprotected,"{""type"": ""unprotected"", ""owner"": ""New York Knicks""}",0.410517,0.21096410724683629,0.1175,1.0,0.1875,0.245,0.35,0.5275,0.6675,13.1101,1.0,New York Knicks,,,1.0,,
Sacramento_Kings_2030_1,2030,1,Sacramento Kings,unprotected,"{""type"": ""unprotected"", ""owner"": ""Sacramento Kings""}",0.45137075000000004,0.21363334674184503,0.13,1.0,0.215,0.27,0.43,0.56,0.775,11.3313,1.0,Sacramento Kings,,,1.0,,
Orlando_Magic_2026_1,2026,1,Orlando Magic,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Memphis Grizzlies"", ""Charlotte Hornets""], ""levels"": [{""description"": ""WAS (if 1-8) vs PHX"", ""pool"": [{""pick"": ""Washington_Wizards_2026_1"", ""condition"": {""range"": [1, 8]}}, ""Phoenix_Suns_2026_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""TEMP_WAS_PHX_LF""}]}, {""description"": ""MEM, ORL, and LF(WAS/PHX)"", ""pool"": [""Memphis_Grizzlies_2026_1"", ""Orlando_Magic_2026_1"", ""TEMP_WAS_PHX_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""mid"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Charlotte Hornets""}]}]}",0.1875,0.0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,24.0,1.0,Memphis Grizzlies,,,1.0,,
Washington_Wizards_2032_1,2032,1,Washington Wizards,unprotected,"{""type"": ""unprotected"", ""owner"": ""Washington Wizards""}",0.36435100000000004,0.20504768531813614,0.1175,1.0,0.1425,0.2,0.31,0.4775,0.6675,15.3296,1.0,Washington Wizards,,,1.0,,
Toronto_Raptors_2029_2,2029,2,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.045265,0.020180510407321904,0.0125,0.09,0.0225,0.0275,0.0425,0.06,0.0725,46.351,1.0,Toronto Raptors,,,1.0,,
Minnesota_Timberwolves_2031_2,2031,2,Minnesota Timberwolves,swap,"{""type"": ""swap"", ""possible_destinations"": [""Minnesota Timberwolves"", ""Detroit Pistons""], ""pool"": [""Minnesota_Timberwolves_2031_2"", ""Golden_State_Warriors_2031_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Minnesota Timberwolves""}, {""rank"": ""lf"", ""to"": ""Detroit Pistons""}]}",0.043828250000000006,0.022462064272248842,0.0125,0.09,0.015,0.0225,0.0425,0.06,0.08,47.0528,1.0,Minnesota Timberwolves,Detroit Pistons,,0.5873,0.4127,
Atlanta_Hawks_2032_1,2032,1,Atlanta Hawks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Atlanta Hawks""}",0.36062825,0.2043120842478837,0.1175,1.0,0.1425,0.2,0.295,0.4775,0.6025,15.4975,1.0,Atlanta Hawks,,,1.0,,
New_York_Knicks_2027_2,2027,2,New York Knicks,unprotected,"{""type"": ""unprotected"", ""owner"": ""New York Knicks""}",0.0374595,0.004408407099544644,0.025,0.05,0.0325,0.035,0.0375,0.04,0.0425,49.0162,1.0,New York Knicks,,,1.0,,
Sacramento_Kings_2027_2,2027,2,Sacramento Kings,protection_backup,"{""type"": ""protection_backup"", ""triggers"": [{""pick_id"": ""San_Antonio_Spurs_2027_1"", ""condition"": {""range"": [1, 16]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Oklahoma City Thunder"", ""if_not_triggered_to"": ""Sacramento Kings""}",0.0793885,0.006684630594028208,0.0625,0.09,0.0725,0.075,0.08,0.0875,0.09,34.0157,1.0,Sacramento Kings,,,1.0,,
Orlando_Magic_2031_2,2031,2,Orlando Magic,swap,"{""type"": ""swap"", ""possible_destinations"": [""Orlando Magic"", ""Oklahoma City Thunder""], ""pool"": [""Orlando_Magic_2031_2"", ""New_Orleans_Pelicans_2031_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Orlando Magic""}, {""rank"": ""lf"", ""to"": ""Oklahoma City Thunder""}]}",0.04753175,0.022654904356598803,0.0125,0.09,0.0175,0.0275,0.045,0.0675,0.08,45.6146,1.0,Orlando Magic,Oklahoma City Thunder,,0.5058,0.4942,
Toronto_Raptors_2032_1,2032,1,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.35857875,0.2024510942622792,0.1175,1.0,0.1425,0.2,0.31,0.4775,0.6025,15.5543,1.0,Toronto Raptors,,,1.0,,
Washington_Wizards_2029_2,2029,2,Washington Wizards,swap,"{""type"": ""swap"", ""possible_destinations"": [""Indiana Pacers"", ""Portland Trail Blazers""], ""pool"": [""Washington_Wizards_2029_2"", ""Indiana_Pacers_2029_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Indiana Pacers""}, {""rank"": ""lf"", ""to"": ""Portland Trail Blazers""}]}",0.05281625,0.020343598431379162,0.015,0.09,0.025,0.035,0.0525,0.07,0.0825,43.4418,1.0,Portland Trail Blazers,Indiana Pacers,,0.759,0.241,
Atlanta_Hawks_2029_2,2029,2,Atlanta Hawks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.039689999999999996,0.018720949425569754,0.0125,0.09,0.0175,0.0225,0.035,0.0525,0.0625,48.5143,1.0,Oklahoma City Thunder,,,1.0,,
Houston_Rockets_2032_2,2032,2,Houston Rockets,swap,"{""type"": ""swap"", ""possible_destinations"": [""Minnesota Timberwolves"", ""Phoenix Suns""], ""pool"": [""Houston_Rockets_2032_2"", ""Phoenix_Suns_2032_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Minnesota Timberwolves""}, {""rank"": ""lf"", ""to"": ""Phoenix Suns""}]}",0.04827575,0.02296144180399985,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.0825,45.3427,1.0,Phoenix Suns,Minnesota Timberwolves,,0.5045,0.4955,
Charlotte_Hornets_2028_1,2028,1,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.46145225,0.1704887334569682,0.245,1.0,0.295,0.33,0.43,0.5,0.6675,9.8599,1.0,Charlotte Hornets,,,1.0,,
San_Antonio_Spurs_2032_1,2032,1,San Antonio Spurs,unprotected,"{""type"": ""unprotected"", ""owner"": ""San Antonio Spurs""}",0.35976525000000004,0.20359155918096022,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6025,15.5238,1.0,San Antonio Spurs,,,1.0,,
Houston_Rockets_2029_1,2029,1,Houston Rockets,swap,"{""type"": ""swap"", ""possible_destinations"": [""Houston Rockets"", ""Brooklyn Nets""], ""pool"": [""Houston_Rockets_2029_1"", ""Dallas_Mavericks_2029_1"", ""Phoenix_Suns_2029_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Houston Rockets""}, {""rank"": ""mid"", ""to"": ""Houston Rockets""}, {""rank"": ""lf"", ""to"": ""Brooklyn Nets""}]}",0.20704499999999998,0.08650710273082944,0.1175,1.0,0.1175,0.1425,0.1875,0.2575,0.31,23.1206,1.0,Brooklyn Nets,Houston Rockets,,0.7542,0.2458,
Utah_Jazz_2026_1,2026,1,Utah Jazz,protected,"{""type"": ""protected"", ""protection_range"": [1, 8], ""if_protected_to"": ""Utah Jazz"", ""if_not_protected_to"": ""Oklahoma City Thunder""}",0.6591885000000001,0.16330048812753833,0.5,1.0,0.5275,0.5275,0.6025,0.775,1.0,4.0313,1.0,Utah Jazz,,,1.0,,
Miami_Heat_2027_1,2027,1,Miami Heat,protected,"{""type"": ""protected"", ""protection_range"": [1, 14], ""if_protected_to"": ""Miami Heat"", ""fallback_pick"": ""Miami_Heat_2028_1"", ""fallback_to"": ""Charlotte Hornets""}",0.3498650568181818,0.07274609172522416,0.33,1.0,0.33,0.33,0.33,0.35,0.35,13.285511363636363,0.2112,Miami Heat,,,0.2112,,
Utah_Jazz_2031_2,2031,2,Utah Jazz,unprotected,"{""type"": ""unprotected"", ""owner"": ""Utah Jazz""}",0.047985,0.022710544949102133,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.08,45.4426,1.0,Utah Jazz,,,1.0,,
Memphis_Grizzlies_2028_2,2028,2,Memphis Grizzlies,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.074474,0.010234624993368123,0.0475,0.09,0.06,0.0675,0.075,0.0825,0.09,35.5943,1.0,Brooklyn Nets,,,1.0,,
Miami_Heat_2030_2,2030,2,Miami Heat,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.053448249999999996,0.021807028719833848,0.0125,0.09,0.0225,0.035,0.0525,0.0725,0.0825,43.3172,1.0,Oklahoma City Thunder,,,1.0,,
San_Antonio_Spurs_2029_2,2029,2,San Antonio Spurs,unprotected,"{""type"": ""unprotected"", ""owner"": ""San Antonio Spurs""}",0.0241955,0.011000960497301449,0.0125,0.09,0.0125,0.015,0.0225,0.0325,0.0425,54.8645,1.0,San Antonio Spurs,,,1.0,,
Golden_State_Warriors_2028_2,2028,2,Golden State Warriors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Philadelphia 76ers""}",0.066956,0.013086393291084306,0.0375,0.09,0.05,0.055,0.0675,0.08,0.0875,38.1241,1.0,Philadelphia 76ers,,,1.0,,
Philadelphia_76ers_2026_1,2026,1,Philadelphia 76ers,protected,"{""type"": ""protected"", ""protection_range"": [1, 4], ""if_protected_to"": ""Philadelphia 76ers"", ""fallback_pick"": ""Philadelphia_76ers_2027_1"", ""if_not_protected_to"": ""Oklahoma City Thunder""}",0.295,0.0,0.295,0.295,0.295,0.295,0.295,0.295,0.295,16.0,1.0,Oklahoma City Thunder,,,1.0,,
Orlando_Magic_2028_1,2028,1,Orlando Magic,unprotected,"{""type"": ""unprotected"", ""owner"": ""Portland Trail Blazers""}",0.28350275,0.09651805759018157,0.13,1.0,0.1875,0.215,0.27,0.33,0.375,17.7725,1.0,Portland Trail Blazers,,,1.0,,
Toronto_Raptors_2027_2,2027,2,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.03243825,0.004431283737818709,0.0225,0.045,0.0275,0.03,0.0325,0.035,0.0375,51.0255,1.0,Toronto Raptors,,,1.0,,
New_York_Knicks_2029_2,2029,2,New York Knicks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Detroit Pistons"", ""Sacramento Kings""], ""pool"": [""New_York_Knicks_2029_2"", ""Detroit_Pistons_2029_2"", ""Milwaukee_Bucks_2029_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Detroit Pistons""}, {""rank"": ""mid"", ""to"": ""Detroit Pistons""}, {""rank"": ""lf"", ""to"": ""Sacramento Kings""}]}",0.0580655,0.019488123009767867,0.02,0.09,0.03,0.04,0.0575,0.0725,0.0825,41.4877,1.0,Detroit Pistons,Sacramento Kings,,0.6788,0.3212,
Toronto_Raptors_2030_1,2030,1,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.36512425,0.2014720341263051,0.1175,1.0,0.155,0.2,0.31,0.4775,0.6090000000000236,15.181,1.0,Toronto Raptors,,,1.0,,
Minnesota_Timberwolves_2028_1,2028,1,Minnesota Timberwolves,unprotected,"{""type"": ""unprotected"", ""owner"": ""Minnesota Timberwolves""}",0.1784155,0.04351162127373082,0.1175,0.31,0.13,0.1425,0.165,0.215,0.245,25.0315,1.0,Minnesota Timberwolves,,,1.0,,
Philadelphia_76ers_2031_2,2031,2,Philadelphia 76ers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Philadelphia 76ers""}",0.043307,0.022432879316027173,0.0125,0.09,0.015,0.0225,0.04,0.06,0.075,47.2552,1.0,Philadelphia 76ers,,,1.0,,
Sacramento_Kings_2029_2,2029,2,Sacramento Kings,unprotected,"{""type"": ""unprotected"", ""owner"": ""Houston Rockets""}",0.06862225,0.01489851927290602,0.03,0.09,0.0475,0.0575,0.0725,0.08,0.0875,37.6488,1.0,Houston Rockets,,,1.0,,
Atlanta_Hawks_2030_1,2030,1,Atlanta Hawks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Atlanta Hawks""}",0.31969575,0.18445725251325315,0.1175,1.0,0.1425,0.175,0.27,0.43,0.5275,17.3537,1.0,Atlanta Hawks,,,1.0,,
Washington_Wizards_2027_2,2027,2,Washington Wizards,protection_backup,"{""type"": ""protection_backup"", ""triggers"": [{""pick_id"": ""Washington_Wizards_2026_1"", ""condition"": {""range"": [1, 8]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""New York Knicks"", ""if_not_triggered_to"": ""Washington Wizards""}",0.06626850000000001,0.01046998661947476,0.05,0.09,0.0575,0.06,0.0625,0.07,0.0825,38.1909,1.0,Washington Wizards,New York Knicks,,0.6072,0.3928,
New_York_Knicks_2032_1,2032,1,New York Knicks,unprotected,"{""type"": ""unprotected"", ""owner"": ""New York Knicks""}",0.35786425,0.20292554256307843,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6025,15.6095,1.0,New York Knicks,,,1.0,,
Atlanta_Hawks_2027_2,2027,2,Atlanta Hawks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Portland Trail Blazers""}",0.02773225,0.004103762788515243,0.0175,0.04,0.0225,0.025,0.0275,0.03,0.0325,52.9869,1.0,Portland Trail Blazers,,,1.0,,
Washington_Wizards_2030_1,2030,1,Washington Wizards,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Washington Wizards"", ""Phoenix Suns"", ""Memphis Grizzlies""], ""levels"": [{""description"": ""Sub-swap (i): PHX and WAS"", ""pool"": [""Washington_Wizards_2030_1"", ""Phoenix_Suns_2030_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""Sub-swap (ii): MEM and (lf of PHX and WAS)"", ""pool"": [""Memphis_Grizzlies_2030_1"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Phoenix Suns""}]}]}",0.3512535,0.1980535502297942,0.1175,1.0,0.155,0.1875,0.295,0.4575,0.6025,15.8621,1.0,Phoenix Suns,Washington Wizards,Memphis Grizzlies,0.5273,0.3296,0.1431
Sacramento_Kings_2032_1,2032,1,Sacramento Kings,unprotected,"{""type"": ""unprotected"", ""owner"": ""Sacramento Kings""}",0.35879525,0.20632052677427548,0.1175,1.0,0.1425,0.2,0.295,0.4775,0.6025,15.6434,1.0,Sacramento Kings,,,1.0,,
Oklahoma_City_Thunder_2030_1,2030,1,Oklahoma City Thunder,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.2881415,0.16722591733488176,0.1175,1.0,0.13,0.165,0.245,0.375,0.4775,18.9033,1.0,Oklahoma City Thunder,,,1.0,,
Los_Angeles_Clippers_2028_1,2028,1,Los Angeles Clippers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Philadelphia 76ers""}",0.345966,0.12848257224673348,0.165,1.0,0.23,0.2575,0.31,0.4,0.4575,14.5861,1.0,Philadelphia 76ers,,,1.0,,
Brooklyn_Nets_2031_2,2031,2,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.050417750000000004,0.022511064718066416,0.0125,0.09,0.0225,0.03,0.05,0.07,0.0825,44.4972,1.0,Brooklyn Nets,,,1.0,,
Oklahoma_City_Thunder_2027_2,2027,2,Oklahoma City Thunder,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Oklahoma City Thunder"", ""New York Knicks"", ""San Antonio Spurs"", ""Miami Heat""], ""levels"": [{""description"": ""Sub-swap (i): rank OKC, HOU, IND, MIA"", ""pool"": [""Oklahoma_City_Thunder_2027_2"", ""Houston_Rockets_2027_2"", ""Indiana_Pacers_2027_2"", ""Miami_Heat_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""mid1"", ""to"": ""New York Knicks""}, {""rank"": ""mid2"", ""to"": ""New York Knicks""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""SAS and (lf of the four)"", ""pool"": [""San_Antonio_Spurs_2027_2"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Miami Heat""}]}]}",0.014477,0.0024692267429441937,0.0125,0.0225,0.0125,0.0125,0.0125,0.015,0.0175,59.2085,1.0,Oklahoma City Thunder,,,1.0,,
Denver_Nuggets_2032_1,2032,1,Denver Nuggets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.361318,0.20764584225449947,0.1175,1.0,0.1425,0.2,0.295,0.4775,0.6675,15.5395,1.0,Brooklyn Nets,,,1.0,,
Los_Angeles_Lakers_2029_1,2029,1,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Dallas Mavericks""}",0.22585875,0.10519960726720612,0.1175,1.0,0.13,0.1425,0.2,0.2825,0.35,21.9812,1.0,Dallas Mavericks,,,1.0,,
Brooklyn_Nets_2026_1,2026,1,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.6649845,0.15760659089485896,0.5275,1.0,0.5275,0.56,0.6025,0.775,1.0,3.8342,1.0,Brooklyn Nets,,,1.0,,
Phoenix_Suns_2026_2,2026,2,Phoenix Suns,unprotected,"{""type"": ""unprotected"", ""owner"": ""Washington Wizards""}",0.053972000000000006,0.006954984053203712,0.05,0.09,0.0525,0.0525,0.0525,0.0525,0.0525,42.5285,1.0,Washington Wizards,,,1.0,,
Los_Angeles_Lakers_2032_2,2032,2,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Lakers""}",0.047894,0.022862978493156938,0.0125,0.09,0.0175,0.0275,0.0475,0.0675,0.0825,45.4903,1.0,Los Angeles Lakers,,,1.0,,
Denver_Nuggets_2029_2,2029,2,Denver Nuggets,conditional_multi_trigger,"{""type"": ""conditional_multi_trigger"", ""triggers"": [{""pick_id"": ""Denver_Nuggets_2027_1"", ""condition"": {""range"": [1, 5]}}, {""pick_id"": ""Denver_Nuggets_2028_1"", ""condition"": {""range"": [1, 5]}}, {""pick_id"": ""Denver_Nuggets_2029_1"", ""condition"": {""range"": [1, 5]}}], ""trigger_logic"": ""ALL"", ""if_triggered"": {""outcomes"": [{""range"": [31, 60], ""to"": ""Oklahoma City Thunder""}]}, ""if_not_triggered"": {""to"": ""Charlotte Hornets""}}",,,,,,,,,,,0.0,,,,,,
Phoenix_Suns_2031_1,2031,1,Phoenix Suns,unprotected,"{""type"": ""unprotected"", ""owner"": ""Utah Jazz""}",0.39133850000000003,0.21154984342082392,0.1175,1.0,0.165,0.23,0.33,0.5275,0.6675,14.0695,1.0,Utah Jazz,,,1.0,,
Milwaukee_Bucks_2028_2,2028,2,Milwaukee Bucks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.07683475,0.00869119503432136,0.0525,0.09,0.0675,0.07,0.075,0.0825,0.09,34.8382,1.0,Oklahoma City Thunder,,,1.0,,
Dallas_Mavericks_2026_1,2026,1,Dallas Mavericks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Dallas Mavericks""}",0.42821675000000003,0.11034164296517768,0.35,1.0,0.375,0.4,0.4,0.4,0.4,10.3682,1.0,Dallas Mavericks,,,1.0,,
Dallas_Mavericks_2031_2,2031,2,Dallas Mavericks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.043925,0.022522130219740817,0.0125,0.09,0.015,0.0225,0.0425,0.06,0.075,47.0159,1.0,Detroit Pistons,,,1.0,,
Indiana_Pacers_2029_2,2029,2,Indiana Pacers,swap,"{""type"": ""swap"", ""possible_destinations"": [""Indiana Pacers"", ""Portland Trail Blazers""], ""pool"": [""Indiana_Pacers_2029_2"", ""Washington_Wizards_2029_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Indiana Pacers""}, {""rank"": ""lf"", ""to"": ""Portland Trail Blazers""}]}",0.0343565,0.016998339686722687,0.0125,0.09,0.015,0.02,0.03,0.0475,0.0575,50.6625,1.0,Indiana Pacers,Portland Trail Blazers,,0.759,0.241,
Chicago_Bulls_2028_1,2028,1,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.5770385,0.17189091502001075,0.295,1.0,0.4,0.4575,0.5275,0.6675,0.775,6.1405,1.0,Chicago Bulls,,,1.0,,
